Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      50/58          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_allocate_node() [525]
                0.00    0.00      50/8417        __gnu_cxx::new_allocator<Vertex*>::construct(Vertex**, Vertex* const&) [310]
                0.00    0.00      50/134         std::_Deque_iterator<Vertex*, Vertex*&, Vertex**>::_M_set_node(Vertex***) [508]
-----------------------------------------------
                0.00    0.00      50/50          std::deque<Vertex*, std::allocator<Vertex*> >::_M_push_back_aux(Vertex* const&) [535]
[536]    0.0    0.00    0.00      50         std::deque<Vertex*, std::allocator<Vertex*> >::_M_reserve_map_at_back(unsigned long) [536]
                0.00    0.00       9/9           std::deque<Vertex*, std::allocator<Vertex*> >::_M_reallocate_map(unsigned long, bool) [629]
-----------------------------------------------
                0.00    0.00      12/48          std::vector<std::string, std::allocator<std::string> >::begin() [608]
                0.00    0.00      36/48          std::vector<std::string, std::allocator<std::string> >::end() [547]
[537]    0.0    0.00    0.00      48         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [537]
-----------------------------------------------
                0.00    0.00      45/45          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[538]    0.0    0.00    0.00      45         __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [538]
-----------------------------------------------
                0.00    0.00      18/45          std::_Miter_base<Vertex***>::iterator_type std::__miter_base<Vertex***>(Vertex***) [589]
                0.00    0.00      27/45          std::_Niter_base<Vertex***>::iterator_type std::__niter_base<Vertex***>(Vertex***) [561]
[539]    0.0    0.00    0.00      45         std::_Iter_base<Vertex***, false>::_S_base(Vertex***) [539]
-----------------------------------------------
                0.00    0.00      40/40          mpfr::operator>>(std::istream&, mpfr::real<512l, (mpfr_rnd_t)0>&) [542]
[540]    0.0    0.00    0.00      40         mpfr::helper_set_stdstr(__mpfr_struct*, std::string const&, mpfr_rnd_t) [540]
-----------------------------------------------
                0.00    0.00      40/40          mpfr::operator>>(std::istream&, mpfr::real<512l, (mpfr_rnd_t)0>&) [542]
[541]    0.0    0.00    0.00      40         mpfr::helper_extract_float(std::istream&, std::string&) [541]
-----------------------------------------------
                0.00    0.00      40/40          Mesh::initialize(std::string) [73]
[542]    0.0    0.00    0.00      40         mpfr::operator>>(std::istream&, mpfr::real<512l, (mpfr_rnd_t)0>&) [542]
                0.00    0.00      40/40          mpfr::helper_extract_float(std::istream&, std::string&) [541]
                0.00    0.00      40/40          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [545]
                0.00    0.00      40/40          mpfr::helper_set_stdstr(__mpfr_struct*, std::string const&, mpfr_rnd_t) [540]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [619]
[543]    0.0    0.00    0.00      40         std::vector<std::string, std::allocator<std::string> >::size() const [543]
-----------------------------------------------
                0.00    0.00      40/40          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [545]
[544]    0.0    0.00    0.00      40         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [544]
-----------------------------------------------
                0.00    0.00      40/40          mpfr::operator>>(std::istream&, mpfr::real<512l, (mpfr_rnd_t)0>&) [542]
[545]    0.0    0.00    0.00      40         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [545]
                0.00    0.00      40/40          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [544]
-----------------------------------------------
                0.00    0.00      38/38          std::string* std::__uninitialized_copy<false>::__uninit_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [582]
[546]    0.0    0.00    0.00      38         void std::_Construct<std::string, std::string>(std::string*, std::string const&) [546]
                0.00    0.00      38/174670      operator new(unsigned long, void*) [166]
-----------------------------------------------
                0.00    0.00       7/36          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00      10/36          std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [571]
                0.00    0.00      19/36          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[547]    0.0    0.00    0.00      36         std::vector<std::string, std::allocator<std::string> >::end() [547]
                0.00    0.00      36/48          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [537]
-----------------------------------------------
                0.00    0.00       2/32          std::vector<std::string, std::allocator<std::string> >::~vector() [735]
                0.00    0.00      30/32          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[548]    0.0    0.00    0.00      32         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [548]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<std::string>::allocate(unsigned long, void const*) [615]
                0.00    0.00      20/30          __gnu_cxx::__alloc_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [575]
[549]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<std::string>::max_size() const [549]
-----------------------------------------------
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_clear() [603]
[550]    0.0    0.00    0.00      27         __gnu_cxx::new_allocator<IntClock*>::destroy(IntClock**) [550]
-----------------------------------------------
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::_M_create_node(IntClock* const&) [558]
[551]    0.0    0.00    0.00      27         __gnu_cxx::new_allocator<IntClock*>::construct(IntClock**, IntClock* const&) [551]
                0.00    0.00      27/174670      operator new(unsigned long, void*) [166]
-----------------------------------------------
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_put_node(std::_List_node<IntClock*>*) [557]
[552]    0.0    0.00    0.00      27         __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::deallocate(std::_List_node<IntClock*>*, unsigned long) [552]
-----------------------------------------------
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_get_node() [556]
[553]    0.0    0.00    0.00      27         __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::allocate(unsigned long, void const*) [553]
                0.00    0.00      27/27          __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::max_size() const [554]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::allocate(unsigned long, void const*) [553]
[554]    0.0    0.00    0.00      27         __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::max_size() const [554]
-----------------------------------------------
                0.00    0.00       9/27          clearListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >) [657]
                0.00    0.00      18/27          printListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >, std::string) [658]
[555]    0.0    0.00    0.00      27         std::_List_iterator<IntClock*>::operator*() const [555]
-----------------------------------------------
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::_M_create_node(IntClock* const&) [558]
[556]    0.0    0.00    0.00      27         std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_get_node() [556]
                0.00    0.00      27/27          __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::allocate(unsigned long, void const*) [553]
-----------------------------------------------
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_clear() [603]
[557]    0.0    0.00    0.00      27         std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_put_node(std::_List_node<IntClock*>*) [557]
                0.00    0.00      27/27          __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::deallocate(std::_List_node<IntClock*>*, unsigned long) [552]
-----------------------------------------------
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::_M_insert(std::_List_iterator<IntClock*>, IntClock* const&) [559]
[558]    0.0    0.00    0.00      27         std::list<IntClock*, std::allocator<IntClock*> >::_M_create_node(IntClock* const&) [558]
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_get_node() [556]
                0.00    0.00      27/54          IntClock** std::__addressof<IntClock*>(IntClock*&) [532]
                0.00    0.00      27/54          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_get_Tp_allocator() const [529]
                0.00    0.00      27/27          __gnu_cxx::new_allocator<IntClock*>::construct(IntClock**, IntClock* const&) [551]
                0.00    0.00      27/54          std::allocator<IntClock*>::~allocator() [531]
-----------------------------------------------
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::push_back(IntClock* const&) [560]
[559]    0.0    0.00    0.00      27         std::list<IntClock*, std::allocator<IntClock*> >::_M_insert(std::_List_iterator<IntClock*>, IntClock* const&) [559]
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::_M_create_node(IntClock* const&) [558]
-----------------------------------------------
                0.00    0.00       9/27          startProcess() [2]
                0.00    0.00      18/27          void std::list<IntClock*, std::allocator<IntClock*> >::_M_initialize_dispatch<std::_List_const_iterator<IntClock*> >(std::_List_const_iterator<IntClock*>, std::_List_const_iterator<IntClock*>, std::__false_type) [645]
[560]    0.0    0.00    0.00      27         std::list<IntClock*, std::allocator<IntClock*> >::push_back(IntClock* const&) [560]
                0.00    0.00      27/53          std::list<IntClock*, std::allocator<IntClock*> >::end() [533]
                0.00    0.00      27/27          std::list<IntClock*, std::allocator<IntClock*> >::_M_insert(std::_List_iterator<IntClock*>, IntClock* const&) [559]
-----------------------------------------------
                0.00    0.00      27/27          Vertex*** std::__copy_move_a2<false, Vertex***, Vertex***>(Vertex***, Vertex***, Vertex***) [631]
[561]    0.0    0.00    0.00      27         std::_Niter_base<Vertex***>::iterator_type std::__niter_base<Vertex***>(Vertex***) [561]
                0.00    0.00      27/45          std::_Iter_base<Vertex***, false>::_S_base(Vertex***) [539]
-----------------------------------------------
                0.00    0.00       7/26          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00      19/26          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[562]    0.0    0.00    0.00      26         bool __gnu_cxx::operator!=<std::string const*, std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [562]
                0.00    0.00      26/68          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [511]
                0.00    0.00      26/26          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [563]
-----------------------------------------------
                0.00    0.00      26/26          bool __gnu_cxx::operator!=<std::string const*, std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [562]
[563]    0.0    0.00    0.00      26         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [563]
-----------------------------------------------
                0.00    0.00      13/26          printListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >, std::string) [658]
                0.00    0.00      13/26          clearListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >) [657]
[564]    0.0    0.00    0.00      26         std::_List_iterator<IntClock*>::operator!=(std::_List_iterator<IntClock*> const&) const [564]
-----------------------------------------------
                0.00    0.00      26/26          void std::list<IntClock*, std::allocator<IntClock*> >::_M_initialize_dispatch<std::_List_const_iterator<IntClock*> >(std::_List_const_iterator<IntClock*>, std::_List_const_iterator<IntClock*>, std::__false_type) [645]
[565]    0.0    0.00    0.00      26         std::_List_const_iterator<IntClock*>::operator!=(std::_List_const_iterator<IntClock*> const&) const [565]
-----------------------------------------------
                0.00    0.00      24/24          void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [567]
[566]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [566]
                0.00    0.00      24/174670      operator new(unsigned long, void*) [166]
-----------------------------------------------
                0.00    0.00      10/24          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
                0.00    0.00      14/24          std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [571]
[567]    0.0    0.00    0.00      24         void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [567]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [566]
-----------------------------------------------
                0.00    0.00       6/24          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00      18/24          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[568]    0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [568]
-----------------------------------------------
                0.00    0.00       6/24          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00      18/24          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[569]    0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [569]
-----------------------------------------------
                0.00    0.00       4/24          std::deque<Vertex*, std::allocator<Vertex*> >::deque(std::deque<Vertex*, std::allocator<Vertex*> > const&) [687]
                0.00    0.00      20/24          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_map_allocator() const [577]
[570]    0.0    0.00    0.00      24         std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_Tp_allocator() const [570]
-----------------------------------------------
                0.00    0.00       6/24          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00      18/24          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[571]    0.0    0.00    0.00      24         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [571]
                0.00    0.00      14/24          void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [567]
                0.00    0.00      10/36          std::vector<std::string, std::allocator<std::string> >::end() [547]
                0.00    0.00      10/10          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
-----------------------------------------------
                0.00    0.00       2/22          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00       2/22          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
                0.00    0.00       8/22          printListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >, std::string) [658]
                0.00    0.00      10/22          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[572]    0.0    0.00    0.00      22         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [572]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator<Vertex**>::allocator<Vertex*>(std::allocator<Vertex*> const&) [580]
[573]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Vertex**>::new_allocator() [573]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator<Vertex**>::~allocator() [581]
[574]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Vertex**>::~new_allocator() [574]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::max_size() const [579]
[575]    0.0    0.00    0.00      20         __gnu_cxx::__alloc_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [575]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<std::string>::max_size() const [549]
-----------------------------------------------
                0.00    0.00      20/20          bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [616]
[576]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<char*, std::string>::base() const [576]
-----------------------------------------------
                0.00    0.00      10/20          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_deallocate_map(Vertex***, unsigned long) [624]
                0.00    0.00      10/20          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_allocate_map(unsigned long) [623]
[577]    0.0    0.00    0.00      20         std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_map_allocator() const [577]
                0.00    0.00      20/24          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_Tp_allocator() const [570]
                0.00    0.00      20/20          std::allocator<Vertex**>::allocator<Vertex*>(std::allocator<Vertex*> const&) [580]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::max_size() const [579]
[578]    0.0    0.00    0.00      20         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [578]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [619]
[579]    0.0    0.00    0.00      20         std::vector<std::string, std::allocator<std::string> >::max_size() const [579]
                0.00    0.00      20/20          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [578]
                0.00    0.00      20/20          __gnu_cxx::__alloc_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [575]
-----------------------------------------------
                0.00    0.00      20/20          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_map_allocator() const [577]
[580]    0.0    0.00    0.00      20         std::allocator<Vertex**>::allocator<Vertex*>(std::allocator<Vertex*> const&) [580]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<Vertex**>::new_allocator() [573]
-----------------------------------------------
                0.00    0.00      10/20          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_deallocate_map(Vertex***, unsigned long) [624]
                0.00    0.00      10/20          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_allocate_map(unsigned long) [623]
[581]    0.0    0.00    0.00      20         std::allocator<Vertex**>::~allocator() [581]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<Vertex**>::~new_allocator() [574]
-----------------------------------------------
                0.00    0.00      20/20          std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [583]
[582]    0.0    0.00    0.00      20         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [582]
                0.00    0.00      38/100         std::string* std::__addressof<std::string>(std::string&) [510]
                0.00    0.00      38/38          void std::_Construct<std::string, std::string>(std::string*, std::string const&) [546]
-----------------------------------------------
                0.00    0.00      20/20          std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [584]
[583]    0.0    0.00    0.00      20         std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [583]
                0.00    0.00      20/20          std::string* std::__uninitialized_copy<false>::__uninit_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [582]
-----------------------------------------------
                0.00    0.00      20/20          std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [585]
[584]    0.0    0.00    0.00      20         std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [584]
                0.00    0.00      20/20          std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [583]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[585]    0.0    0.00    0.00      20         std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [585]
                0.00    0.00      20/20          std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [584]
-----------------------------------------------
                0.00    0.00      18/18          void std::list<IntClock*, std::allocator<IntClock*> >::_M_initialize_dispatch<std::_List_const_iterator<IntClock*> >(std::_List_const_iterator<IntClock*>, std::_List_const_iterator<IntClock*>, std::__false_type) [645]
[586]    0.0    0.00    0.00      18         std::_List_const_iterator<IntClock*>::operator*() const [586]
-----------------------------------------------
                0.00    0.00       9/18          printListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >, std::string) [658]
                0.00    0.00       9/18          clearListOfClocks(std::list<IntClock*, std::allocator<IntClock*> >) [657]
[587]    0.0    0.00    0.00      18         std::_List_iterator<IntClock*>::operator++(int) [587]
-----------------------------------------------
                0.00    0.00      18/18          void std::list<IntClock*, std::allocator<IntClock*> >::_M_initialize_dispatch<std::_List_const_iterator<IntClock*> >(std::_List_const_iterator<IntClock*>, std::_List_const_iterator<IntClock*>, std::__false_type) [645]
[588]    0.0    0.00    0.00      18         std::_List_const_iterator<IntClock*>::operator++() [588]
-----------------------------------------------
                0.00    0.00      18/18          Vertex*** std::copy<Vertex***, Vertex***>(Vertex***, Vertex***, Vertex***) [632]
[589]    0.0    0.00    0.00      18         std::_Miter_base<Vertex***>::iterator_type std::__miter_base<Vertex***>(Vertex***) [589]
                0.00    0.00      18/45          std::_Iter_base<Vertex***, false>::_S_base(Vertex***) [539]
-----------------------------------------------
                0.00    0.00       8/16          std::_Miter_base<std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*> >::iterator_type std::__miter_base<std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*> >(std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*>) [652]
                0.00    0.00       8/16          std::_Niter_base<std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*> >::iterator_type std::__niter_base<std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*> >(std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*>) [653]
[590]    0.0    0.00    0.00      16         std::_Iter_base<std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*>, false>::_S_base(std::_Deque_iterator<Vertex*, Vertex* const&, Vertex* const*>) [590]
-----------------------------------------------
                0.00    0.00       8/16          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_Deque_impl::_Deque_impl() [678]
                0.00    0.00       8/16          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_Deque_impl::_Deque_impl(std::allocator<Vertex*> const&) [677]
[591]    0.0    0.00    0.00      16         std::_Deque_iterator<Vertex*, Vertex*&, Vertex**>::_Deque_iterator() [591]
-----------------------------------------------
                0.00    0.00       8/16          std::list<IntClock*, std::allocator<IntClock*> >::begin() const [635]
                0.00    0.00       8/16          std::list<IntClock*, std::allocator<IntClock*> >::end() const [634]
[592]    0.0    0.00    0.00      16         std::_List_const_iterator<IntClock*>::_List_const_iterator(std::__detail::_List_node_base const*) [592]
-----------------------------------------------
                0.00    0.00      16/16          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[593]    0.0    0.00    0.00      16         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [593]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<char*, std::string>::operator++(int) [595]
[594]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<char*, std::string>::__normal_iterator(char* const&) [594]
-----------------------------------------------
                0.00    0.00      14/14          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[595]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<char*, std::string>::operator++(int) [595]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<char*, std::string>::__normal_iterator(char* const&) [594]
-----------------------------------------------
                0.00    0.00      14/14          std::deque<Triangle*, std::allocator<Triangle*> >::pop_front() [376]
[596]    0.0    0.00    0.00      14         std::deque<Triangle*, std::allocator<Triangle*> >::_M_pop_front_aux() [596]
                0.00    0.00      14/84080       __gnu_cxx::new_allocator<Triangle*>::destroy(Triangle**) [183]
                0.00    0.00      14/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_node(Triangle**) [418]
                0.00    0.00      14/2378        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_M_set_node(Triangle***) [351]
-----------------------------------------------
                0.00    0.00      14/14          std::deque<Triangle*, std::allocator<Triangle*> >::push_back(Triangle* const&) [347]
[597]    0.0    0.00    0.00      14         std::deque<Triangle*, std::allocator<Triangle*> >::_M_push_back_aux(Triangle* const&) [597]
                0.00    0.00      14/14          std::deque<Triangle*, std::allocator<Triangle*> >::_M_reserve_map_at_back(unsigned long) [598]
                0.00    0.00      14/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_node() [417]
                0.00    0.00      14/84712       __gnu_cxx::new_allocator<Triangle*>::construct(Triangle**, Triangle* const&) [182]
                0.00    0.00      14/2378        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_M_set_node(Triangle***) [351]
-----------------------------------------------
                0.00    0.00      14/14          std::deque<Triangle*, std::allocator<Triangle*> >::_M_push_back_aux(Triangle* const&) [597]
[598]    0.0    0.00    0.00      14         std::deque<Triangle*, std::allocator<Triangle*> >::_M_reserve_map_at_back(unsigned long) [598]
                0.00    0.00       1/1           std::deque<Triangle*, std::allocator<Triangle*> >::_M_reallocate_map(unsigned long, bool) [804]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<std::_List_node<IntClock*> >::~allocator() [600]
[599]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::~new_allocator() [599]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::_List_impl::~_List_impl() [601]
[600]    0.0    0.00    0.00      12         std::allocator<std::_List_node<IntClock*> >::~allocator() [600]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::_List_node<IntClock*> >::~new_allocator() [599]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::~_List_base() [604]
[601]    0.0    0.00    0.00      12         std::_List_base<IntClock*, std::allocator<IntClock*> >::_List_impl::~_List_impl() [601]
                0.00    0.00      12/12          std::allocator<std::_List_node<IntClock*> >::~allocator() [600]
-----------------------------------------------
                0.00    0.00       4/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::_List_base() [676]
                0.00    0.00       8/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::_List_base(std::allocator<std::_List_node<IntClock*> > const&) [638]
[602]    0.0    0.00    0.00      12         std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_init() [602]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::~_List_base() [604]
[603]    0.0    0.00    0.00      12         std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_clear() [603]
                0.00    0.00      27/54          IntClock** std::__addressof<IntClock*>(IntClock*&) [532]
                0.00    0.00      27/54          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_get_Tp_allocator() const [529]
